Order Number,Customer Name,Customer Id,Province,CITY,Zip Code,Product Type,Gateway,Net Sales,Sum of Total Tax,Sum of Total Price Usd
4637,Reed Struttman,1,California,RIVERSIDE,8881,Tennis Shoes,shopify_payments,$537,53.713,590.843
4964,Astrix Martignoni,1,California,GLENDALE,8882,Running Shoes,gift_card,$494,49.353,542.883
2913,Fernandina Hagley,1,Florida,TAMPA,8897,Running Shoes,shopify_payments,$517,51.713,568.843
1211,Hayward Hacon,1,Nevada,RENO,8911,Tennis Shoes,shopify_payments,$555,55.513,610.643
1872,Janka Joplin,1,Indiana,INDIANAPOLIS,8914,Tennis Shoes,paypal,$555,55.513,610.643
7275,Frank Hulbert,1,Texas,EL PASO,8927,Running Shoes,paypal,$517,51.713,568.843
1416,Palm Carson,1,Texas,FORT WORTH,8930,Running Shoes,shopify_payments,$510,50.953,560.483
6829,Janelle Cleveland,1,Nevada,LAS VEGAS,8943,Running Shoes,shopify_payments,$527,52.713,579.843
3345,Gabbie Duley,1,Michigan,DETROIT,8972,Walking Shoes,paypal,$517,51.713,568.843
5613,Frances Barden,1,Illinois,CHICAGO,9010,Tennis Shoes,shopify_payments,$486,48.553,534.083
5274,Mellisent Brunon,1,Wisconsin,MADISON,9012,Climbing Shoes,shopify_payments,$540,53.993,593.923
3000,Brena Lednor,1,Texas,DALLAS,9035,Running Shoes,shopify_payments,$497,49.713,546.843
2242,Valentijn Pieche,1,Tennessee,CHATTANOOGA,9041,Cycling Shoes,shopify_payments,$635,63.513,698.643
6417,Jeno Partlett,1,California,SAN MATEO,9044,Flip-Flops,shopify_payments,$537,53.713,590.843
1660,Missie Wildish,1,California,PASADENA,9066,Walking Shoes,shopify_payments,$586,58.633,644.963
7178,Tan Point,1,California,GLENDALE,9087,Running Shoes,gift_card,$518,51.753,569.283
1752,Rooney Craigheid,1,New Mexico,SANTA FE,9094,Tennis Shoes,paypal,$518,51.753,569.283
2143,Myrtie Corbitt,1,Texas,LAREDO,9094,Running Shoes,gift_card,$510,50.953,560.483
316,Tedda Artiss,1,California,BURBANK,9103,Climbing Shoes,gift_card,$504,50.413,554.543
3216,Genia McGirr,1,Nevada,LAS VEGAS,9127,Tennis Shoes,shopify_payments,$517,51.713,568.843
1365,Oneida Peakman,1,Florida,MIAMI,9136,Running Shoes,amazon_payments,$653,65.313,718.443
186,Allayne Northage,1,Alabama,HUNTSVILLE,9171,Running Shoes,gift_card,$537,53.713,590.843
5483,Adrianna Paddon,1,South Carolina,BEAUFORT,9189,Climbing Shoes,shopify_payments,$879,87.913,967.043
1161,Issi Kopps,1,Georgia,ATLANTA,9201,Jackets,paypal,$737,73.713,810.843
232,Bryce Dibbe,1,South Carolina,FLORENCE,9225,Walking Shoes,shopify_payments,$537,53.713,590.843
2341,Nickolaus Fynn,1,California,SAN DIEGO,9247,Running Shoes,shopify_payments,$572,57.213,629.343
3304,Tanny Greenset,1,California,HUNTINGTON BEACH,9260,Running Shoes,shopify_payments,$605,60.513,665.643
654,Kessia Gergus,1,California,BURBANK,9307,Tennis Shoes,shopify_payments,$586,58.613,644.743
6109,Maryanna Crummy,1,Alabama,MOBILE,9310,Tennis Shoes,paypal,$517,51.713,568.843
3361,Delinda Medeway,1,California,STOCKTON,9311,Tennis Shoes,shopify_payments,$666,66.633,732.963
6633,Jaynell Kunkel,1,Ohio,CINCINNATI,9315,Running Shoes,gift_card,$527,52.713,579.843
5594,Gavan McGibbon,1,Alabama,BIRMINGHAM,9327,Walking Shoes,shopify_payments,$583,58.313,641.443
5330,Querida Toquet,1,Texas,EL PASO,9368,Walking Shoes,shopify_payments,$683,68.313,751.443
6023,Ashly Milligan,1,Nebraska,OMAHA,9382,Cycling Shoes,shopify_payments,$518,51.753,569.283
3389,Malanie Cours,1,Florida,FORT PIERCE,9387,Cycling Shoes,gift_card,$537,53.713,590.843
3724,Gasper Sketcher,1,Florida,PENSACOLA,9402,Climbing Shoes,shopify_payments,$518,51.753,569.283
728,Wynn Sammonds,1,Oklahoma,TULSA,9405,Cycling Shoes,shopify_payments,$603,60.313,663.443
5649,Seumas Jorissen,1,Texas,DALLAS,9405,Tennis Shoes,shopify_payments,$625,62.513,687.643
3291,Asia Winley,1,Wisconsin,GREEN BAY,9415,Climbing Shoes,shopify_payments,$634,63.433,697.763
6170,Cortney Lodeke,1,Illinois,ROCKFORD,9428,Running Shoes,shopify_payments,$635,63.513,698.643
4796,Farlie Rennebeck,1,Virginia,FALLS CHURCH,9472,Climbing Shoes,shopify_payments,$458,45.813,503.943
2658,Andreana Clingan,1,Arkansas,LITTLE ROCK,9478,Cycling Shoes,gift_card,$486,48.553,534.083
575,Karen Exposito,1,California,ORANGE,9514,Climbing Shoes,shopify_payments,$674,67.433,741.763
4867,Dino Allmond,1,Texas,HOUSTON,9534,Running Shoes,shopify_payments,$494,49.353,542.883
5092,Angelique Condliffe,1,Illinois,CHICAGO,9563,Climbing Shoes,shopify_payments,$518,51.753,569.283
6445,Theodor Fitzjohn,1,Florida,PENSACOLA,9570,Flip-Flops,shopify_payments,$526,52.553,578.083
135,Aksel Coult,1,California,STOCKTON,9578,Gift Card,shopify_payments,$639,63.913,703.043
3316,Con Geal,1,Texas,DALLAS,9604,Cycling Shoes,shopify_payments,$684,68.413,752.543
5177,Nissie Glazer,1,Colorado,LITTLETON,9621,Running Shoes,shopify_payments,$537,53.713,590.843
7173,Matelda Cavendish,1,District of Columbia,WASHINGTON,9649,Running Shoes,shopify_payments,$605,60.513,665.643
3391,Gregorio Redgewell,1,Wisconsin,MILWAUKEE,9678,Climbing Shoes,shopify_payments,$537,53.713,590.843
3857,Eugene Owtram,1,Mississippi,JACKSON,9711,Running Shoes,gift_card,$498,49.763,547.393
78,Valli Hills,1,California,SACRAMENTO,9724,Walking Shoes,manual,$537,53.713,590.843
4582,Olenolin Brunel,1,California,ANAHEIM,9730,Tennis Shoes,paypal,$497,49.713,546.843
2576,Kaitlin Stonner,1,Texas,EL PASO,9801,Running Shoes,shopify_payments,$486,48.553,534.083
6875,Adelina Grouse,1,Michigan,KALAMAZOO,9815,Boots,amazon_payments,$645,64.513,709.643
1272,Angelina Aspital,1,Tennessee,CHATTANOOGA,9820,Walking Shoes,amazon_payments,$497,49.713,546.843
804,Piper Aylott,1,Louisiana,LAFAYETTE,9828,Cycling Shoes,shopify_payments,$537,53.713,590.843
3349,Mikey Brasener,1,Arkansas,NORTH LITTLE ROCK,9833,Walking Shoes,shopify_payments,$972,97.193,1069.123
2550,Vinnie Crilly,1,Idaho,POCATELLO,9882,Running Shoes,shopify_payments,$517,51.713,568.843
650,Steve Kornes,1,Missouri,LEES SUMMIT,9899,Running Shoes,shopify_payments,$572,57.193,629.123
404,Gottfried Rodrigues,1,Florida,NORTH PORT,9901,Tennis Shoes,shopify_payments,$537,53.713,590.843
2957,Aliza Geaves,1,District of Columbia,WASHINGTON,9903,Running Shoes,gift_card,$586,58.613,644.743
6850,Bayard Ruxton,1,Pennsylvania,LEVITTOWN,9906,Boots,gift_card,$513,51.263,563.893
6079,Tanitansy Rosborough,1,Minnesota,MINNEAPOLIS,9933,Tennis Shoes,shopify_payments,$439,43.913,483.043
2851,Chickie Schneider,1,Texas,HOUSTON,9943,Tennis Shoes,shopify_payments,$585,58.513,643.643
4331,Dean Birch,1,California,SAN FRANCISCO,9954,Running Shoes,shopify_payments,$502,50.153,551.683
1560,Samson Pendlington,1,New York,NEW YORK CITY,9955,Tennis Shoes,paypal,$518,51.753,569.283
6965,Joscelin Dubery,1,Missouri,SAINT JOSEPH,9971,Flip-Flops,manual,$527,52.713,579.843
2874,Mignon Goldbourn,1,California,SANTA ROSA,9984,Walking Shoes,paypal,$517,51.713,568.843
4802,Elonore Skylett,1,Texas,EL PASO,9991,Walking Shoes,gift_card,$510,50.953,560.483
6815,Deb Petrushkevich,1,North Carolina,HIGH POINT,9998,Walking Shoes,shopify_payments,$517,51.713,568.843
4641,Eachelle Wiffill,1,Oklahoma,TULSA,10026,Running Shoes,gift_card,$497,49.713,546.843
2559,Matias Cloy,1,Florida,KISSIMMEE,10033,Running Shoes,shopify_payments,$635,63.513,698.643
7308,Brnaba Baddeley,1,Florida,NAPLES,10066,Tennis Shoes,gift_card,$518,51.753,569.283
2438,Jess Stapels,1,New York,NEW YORK CITY,10079,Flip-Flops,shopify_payments,$507,50.713,557.843
3880,Adriena Pods,1,Texas,EL PASO,10081,Walking Shoes,paypal,$537,53.713,590.843
641,Chan Truter,1,Texas,EL PASO,10089,Tennis Shoes,shopify_payments,$602,60.233,662.563
7360,Hermina Bagg,1,California,BAKERSFIELD,10090,Tennis Shoes,shopify_payments,$537,53.713,590.843
1194,Jacobo Hadland,1,California,BAKERSFIELD,10096,Running Shoes,gift_card,$527,52.713,579.843
834,Rahal Garber,1,Florida,LAKELAND,10110,Tennis Shoes,paypal,$615,61.513,676.643
6967,Chandra Headington,1,Pennsylvania,PITTSBURGH,10115,Climbing Shoes,shopify_payments,$510,50.953,560.483
3305,Tuckie Louys,1,Texas,EL PASO,10121,Cycling Shoes,shopify_payments,$775,77.513,852.643
4345,Kimberlyn Gruszczak,1,Nevada,LAS VEGAS,10127,Climbing Shoes,amazon_payments,$625,62.513,687.643
6448,Cross Muspratt,1,District of Columbia,WASHINGTON,10133,Running Shoes,shopify_payments,$517,51.713,568.843
2309,Callie Cockerill,1,Ohio,LIMA,10142,Running Shoes,shopify_payments,$537,53.713,590.843
797,Norry Heyworth,1,Pennsylvania,PITTSBURGH,10148,Running Shoes,shopify_payments,$823,82.313,905.443
4628,Joela Lowry,1,Florida,ORLANDO,10181,Running Shoes,shopify_payments,$635,63.513,698.643
1172,Rose Pagel,1,District of Columbia,WASHINGTON,10183,Tennis Shoes,gift_card,$505,50.513,555.643
5772,Ceil Warr,1,New York,ALBANY,10229,Walking Shoes,shopify_payments,$575,57.513,632.643
2814,Deena Reyna,1,Florida,MELBOURNE,10235,Running Shoes,shopify_payments,$537,53.713,590.843
7122,Laurie Gusticke,1,Texas,ARLINGTON,10237,Walking Shoes,shopify_payments,$604,60.413,664.543
843,Rusty Puvia,1,Tennessee,MEMPHIS,10250,Running Shoes,paypal,$596,59.593,655.523
2228,Lisette Breddy,1,Florida,VERO BEACH,10266,Walking Shoes,gift_card,$486,48.553,534.083
396,Erwin Geake,1,New York,NEW YORK CITY,10273,Running Shoes,paypal,$510,50.953,560.483
7410,Sharyl Mossdale,1,California,SALINAS,10273,Tennis Shoes,shopify_payments,$537,53.713,590.843
860,Earl Iverson,1,Michigan,GRAND RAPIDS,10297,Running Shoes,shopify_payments,$527,52.713,579.843
3127,Shannon Watkiss,1,Texas,HOUSTON,10320,Running Shoes,shopify_payments,$911,91.113,1002.243
4933,Tadeas Dilloway,1,Connecticut,STAMFORD,10333,Running Shoes,paypal,$615,61.513,676.643
3892,Aurilia Grigsby,1,Tennessee,NASHVILLE,10348,Running Shoes,shopify_payments,$642,64.233,706.563
5605,Magda Hockey,1,Pennsylvania,HARRISBURG,10361,Running Shoes,paypal,$642,64.233,706.563
5046,Katrina Venturoli,1,Pennsylvania,PITTSBURGH,10371,Walking Shoes,shopify_payments,$518,51.753,569.283
6555,Addia Barbe,1,Alabama,MOBILE,10384,Walking Shoes,amazon_payments,$657,65.673,722.403
5996,Merle Bortolutti,1,California,FRESNO,10427,Running Shoes,shopify_payments,$681,68.073,748.803
2859,Antone Possel,1,North Carolina,RALEIGH,10429,Running Shoes,paypal,$502,50.153,551.683
6245,Sande Willgoss,1,Texas,TEMPLE,10431,Tennis Shoes,shopify_payments,$596,59.593,655.523
5103,Octavius Quilkin,1,Florida,BOYNTON BEACH,10437,Running Shoes,paypal,$517,51.713,568.843
251,Flint Hullot,1,Illinois,NAPERVILLE,10449,Cycling Shoes,gift_card,$513,51.263,563.893
5742,Kerry Terran,1,California,SIMI VALLEY,10482,Tennis Shoes,paypal,$497,49.713,546.843
640,Granny Greated,1,Georgia,ATHENS,10506,Cycling Shoes,gift_card,$527,52.713,579.843
4661,Bebe Mowday,1,South Carolina,GREENVILLE,10506,Running Shoes,gift_card,$518,51.753,569.283
2757,Lynn Jouning,1,Missouri,KANSAS CITY,10542,Boots,amazon_payments,$518,51.753,569.283
1592,Gertie Wimpress,1,Florida,LARGO,10564,Running Shoes,shopify_payments,$674,67.433,741.763
457,Courtney Licciardo,1,California,LOS ANGELES,10568,Tennis Shoes,shopify_payments,$635,63.513,698.643
727,Rudd Cone,1,Alabama,BIRMINGHAM,10592,Tennis Shoes,gift_card,$537,53.713,590.843
4523,Jacki Denson,1,Pennsylvania,HARRISBURG,10615,Cycling Shoes,shopify_payments,$575,57.513,632.643
4038,Kirbee Aleksidze,1,Massachusetts,WALTHAM,10633,Jackets,gift_card,$567,56.713,623.843
7134,Asia Kobiera,1,Minnesota,SAINT PAUL,10637,Running Shoes,gift_card,$595,59.513,654.643
2796,Gardner Musgrave,1,New Jersey,PATERSON,10646,Climbing Shoes,shopify_payments,$564,56.393,620.323
2511,Enrico Gealy,1,Georgia,DECATUR,10647,Running Shoes,shopify_payments,$555,55.513,610.643
300,Frannie Baffin,1,Indiana,TERRE HAUTE,10653,Running Shoes,shopify_payments,$537,53.713,590.843
2688,Midge Ashplant,1,Ohio,YOUNGSTOWN,10653,Running Shoes,shopify_payments,$517,51.713,568.843
5628,Lizette Guillond,1,Texas,HOUSTON,10666,Running Shoes,shopify_payments,$502,50.153,551.683
5985,Aurea Sharma,1,California,MODESTO,10692,Running Shoes,shopify_payments,$596,59.593,655.523
2469,Ogdan Gribbell,1,Louisiana,NEW ORLEANS,10704,Climbing Shoes,shopify_payments,$562,56.213,618.343
1732,Sile Mignot,1,Florida,GAINESVILLE,10712,Walking Shoes,shopify_payments,$518,51.753,569.283
3314,Maxie Linklet,1,Texas,LUBBOCK,10712,Walking Shoes,shopify_payments,$518,51.753,569.283
433,Harriett Fetherstonhaugh,1,New York,NEW YORK CITY,10724,Walking Shoes,gift_card,$474,47.413,521.543
2023,Irena Denton,1,Nebraska,OMAHA,10735,Walking Shoes,paypal,$613,61.313,674.443
1338,Deane McCrum,1,California,LOS ANGELES,10747,Tennis Shoes,shopify_payments,$497,49.713,546.843
5037,Elmo Lammerts,1,California,STOCKTON,10748,Cycling Shoes,shopify_payments,$595,59.513,654.643
3616,Ottilie Cockshot,1,Florida,ORLANDO,10792,Climbing Shoes,amazon_payments,$987,98.713,1085.843
5919,Robb Saterweyte,1,Tennessee,MEMPHIS,10805,Walking Shoes,shopify_payments,$555,55.513,610.643
3484,Matthaeus Labbet,1,District of Columbia,WASHINGTON,10809,Running Shoes,gift_card,$505,50.513,555.643
2312,Roanna McLanaghan,1,Oregon,PORTLAND,10827,Walking Shoes,shopify_payments,$527,52.713,579.843
4349,Ethyl Dewberry,1,Iowa,DES MOINES,10837,Cycling Shoes,shopify_payments,$810,81.013,891.143
5339,Giorgia Donnel,1,Florida,JACKSONVILLE,10842,Running Shoes,shopify_payments,$486,48.553,534.083
2999,Georg Drinkwater,1,Oklahoma,OKLAHOMA CITY,10848,Running Shoes,shopify_payments,$811,81.113,892.243
6482,Gabe Cholton,1,Texas,EL PASO,10851,Running Shoes,gift_card,$537,53.713,590.843
2837,Berri Vivash,1,Ohio,CINCINNATI,10859,Running Shoes,gift_card,$513,51.263,563.893
5271,Brittani Bryant,1,Virginia,NORFOLK,10865,Running Shoes,shopify_payments,$595,59.513,654.643
376,Francoise Lexa,1,Texas,CORPUS CHRISTI,10886,Running Shoes,gift_card,$494,49.353,542.883
3429,Janine Hatherleigh,1,Colorado,FORT COLLINS,10930,Running Shoes,shopify_payments,$801,80.113,881.243
2136,Orelia Doncaster,1,Texas,AUSTIN,10940,Running Shoes,paypal,$497,49.713,546.843
3350,Alena Peasgood,1,Nevada,LAS VEGAS,10941,Tennis Shoes,manual,$527,52.713,579.843
3566,Tove Petit,1,Florida,ORLANDO,10946,Tennis Shoes,paypal,$497,49.713,546.843
782,Darrelle Yate,1,Florida,FORT LAUDERDALE,10952,Running Shoes,gift_card,$596,59.593,655.523
918,Kimbra Windibank,1,California,SAN FRANCISCO,10953,Cycling Shoes,shopify_payments,$532,53.193,585.123
4183,Lelah Tremollet,1,New Mexico,ALBUQUERQUE,10958,Running Shoes,shopify_payments,$527,52.713,579.843
47,Jermayne Kiebes,1,Ohio,CLEVELAND,10973,Running Shoes,gift_card,$518,51.753,569.283
2582,Beaufort Auton,1,California,SAN DIEGO,10974,Tennis Shoes,paypal,$518,51.753,569.283
7105,Derk Scrivenor,1,Florida,FORT MYERS,10981,Cycling Shoes,shopify_payments,$537,53.713,590.843
1084,Tito McQuie,1,Wisconsin,MADISON,10984,Running Shoes,shopify_payments,$595,59.513,654.643
6392,Angela Wiper,1,Tennessee,KNOXVILLE,10984,Tennis Shoes,manual,$653,65.313,718.443
7158,Llywellyn Ralph,1,Arkansas,HOT SPRINGS NATIONAL PARK,10997,Tennis Shoes,shopify_payments,$666,66.633,732.963
7101,Jenifer Ephson,1,Virginia,VIRGINIA BEACH,11007,Running Shoes,shopify_payments,$585,58.513,643.643
5003,Lenee Innocent,1,California,FRESNO,11035,Tennis Shoes,shopify_payments,$532,53.193,585.123
7383,Vivia Belchem,1,Colorado,ENGLEWOOD,11073,Running Shoes,paypal,$615,61.513,676.643
4456,Gustavo Capstaff,1,Indiana,INDIANAPOLIS,11082,Tennis Shoes,shopify_payments,$439,43.913,483.043
582,Brion Macartney,1,Texas,EL PASO,11103,Running Shoes,shopify_payments,$752,75.213,827.343
5473,Brandice Pyrah,1,North Dakota,FARGO,11105,Sandals,paypal,$532,53.193,585.123
5436,Tansy Lacotte,1,New Jersey,TRENTON,11107,Tennis Shoes,shopify_payments,$537,53.713,590.843
7345,Lila Willoughway,1,Minnesota,SAINT PAUL,11108,Cycling Shoes,shopify_payments,$497,49.713,546.843
454,Garik Rex,1,Florida,MIAMI,11113,Tennis Shoes,shopify_payments,$518,51.753,569.283
450,Richmound Insko,1,Georgia,COLUMBUS,11158,Running Shoes,shopify_payments,$527,52.713,579.843
1712,Kort Harrhy,1,New York,NEW YORK CITY,11159,Walking Shoes,shopify_payments,$532,53.193,585.123
1803,Marget McKleod,1,Texas,DALLAS,11163,Tennis Shoes,shopify_payments,$507,50.713,557.843
6613,Gabriel Pierson,1,California,CONCORD,11171,Cycling Shoes,gift_card,$596,59.593,655.523
3128,Danila Montes,1,Texas,DALLAS,11179,Cycling Shoes,shopify_payments,$763,76.313,839.443
4037,Anjela Gutans,1,Texas,HOUSTON,11193,Cycling Shoes,shopify_payments,$540,53.993,593.923
7306,Filmer Tombling,1,Louisiana,NEW ORLEANS,11208,Running Shoes,shopify_payments,$635,63.513,698.643
5196,Sydelle Jodlowski,1,California,ESCONDIDO,11225,Running Shoes,shopify_payments,$518,51.753,569.283
613,Avie Murray,1,California,ORANGE,11228,Gift Card,shopify_payments,$514,51.413,565.543
235,Kristoforo Mangon,1,New York,SYRACUSE,11275,Running Shoes,gift_card,$513,51.263,563.893
1016,Bennett Sowersby,1,North Carolina,HIGH POINT,11338,Climbing Shoes,shopify_payments,$497,49.713,546.843
1617,Frederique Dimnage,1,Ohio,CANTON,11369,Tennis Shoes,paypal,$666,66.633,732.963
3336,Liz Rikard,1,Michigan,KALAMAZOO,11379,Walking Shoes,amazon_payments,$653,65.313,718.443
3999,Eve Tollemache,1,Oregon,SALEM,11423,Flip-Flops,paypal,$623,62.313,685.443
4658,Shawna Hynard,1,Iowa,IOWA CITY,11434,Tennis Shoes,paypal,$674,67.433,741.763
6622,Calla Jans,1,Colorado,COLORADO SPRINGS,11441,Running Shoes,gift_card,$501,50.073,550.803
3222,Rianon MacTrustam,1,California,SAN DIEGO,11451,Walking Shoes,shopify_payments,$586,58.613,644.743
7117,Umeko Genery,1,Massachusetts,BOSTON,11459,Running Shoes,shopify_payments,$564,56.393,620.323
342,Bevan Pashby,1,Connecticut,HARTFORD,11503,Cycling Shoes,shopify_payments,$556,55.613,611.743
2273,Benni Serck,1,District of Columbia,WASHINGTON,11516,Running Shoes,amazon_payments,$537,53.713,590.843
5486,Lorianne Grayley,1,Texas,LAREDO,11542,Tennis Shoes,shopify_payments,$510,50.953,560.483
2237,Janot Semble,1,California,CORONA,11551,Boy's,shopify_payments,$474,47.413,521.543
1090,Trent Broose,1,California,PASADENA,11571,Running Shoes,shopify_payments,$497,49.713,546.843
5841,Alexia Curedale,1,Missouri,INDEPENDENCE,11575,Running Shoes,shopify_payments,$596,59.593,655.523
4270,Todd Pllu,1,California,ORANGE,11576,Running Shoes,paypal,$517,51.713,568.843
4657,Karisa Attle,1,Ohio,CINCINNATI,11578,Tennis Shoes,shopify_payments,$439,43.913,483.043
1201,Di Jenkinson,1,Oregon,PORTLAND,11608,Walking Shoes,paypal,$497,49.713,546.843
7040,Marius Dadds,1,Washington,SPOKANE,11622,Climbing Shoes,gift_card,$596,59.593,655.523
2412,Waly O'Clery,1,Illinois,CHICAGO,11628,Cycling Shoes,shopify_payments,$849,84.913,934.043
3027,Sammy Agron,1,New York,NEW YORK CITY,11639,Cycling Shoes,shopify_payments,$578,57.833,636.163
4116,Horacio Monan,1,New York,NEW YORK CITY,11639,Running Shoes,shopify_payments,$564,56.393,620.323
5024,Kathryn Britnell,1,California,LOS ANGELES,11650,Tennis Shoes,paypal,$650,65.033,715.363
1429,Staci Drinkale,1,California,PETALUMA,11651,Tennis Shoes,shopify_payments,$505,50.513,555.643
4432,Elna Eixenberger,1,Texas,HOUSTON,11651,Tennis Shoes,paypal,$613,61.313,674.443
4043,Krissy O'Kynsillaghe,1,Indiana,EVANSVILLE,11652,Tennis Shoes,shopify_payments,$733,73.313,806.443
1473,Felice Privost,1,Florida,FORT LAUDERDALE,11687,Running Shoes,shopify_payments,$510,50.953,560.483
3546,Verge Palethorpe,1,New York,NEW YORK CITY,11696,Climbing Shoes,shopify_payments,$502,50.153,551.683
5770,Elvina Newis,1,New Jersey,TRENTON,11697,Running Shoes,shopify_payments,$537,53.713,590.843
7057,Iseabal Dukelow,1,Maryland,RIDGELY,11723,Tennis Shoes,manual,$537,53.713,590.843
3327,Starlene Musterd,1,Florida,ORLANDO,11731,Running Shoes,shopify_payments,$596,59.593,655.523
4232,Rasla Jacqueme,1,North Carolina,WINSTON SALEM,11736,Sandals,gift_card,$475,47.513,522.643
1499,Sandi Goncalo,1,California,SACRAMENTO,11745,Cycling Shoes,shopify_payments,$537,53.713,590.843
5657,Cordi Picknett,1,New York,JAMAICA,11760,Walking Shoes,paypal,$497,49.713,546.843
2520,Ginnie Plumbe,1,California,SAN BERNARDINO,11765,Cycling Shoes,shopify_payments,$586,58.633,644.963
5421,Kalli Porteous,1,Arkansas,NORTH LITTLE ROCK,11774,Walking Shoes,shopify_payments,$439,43.913,483.043
5503,Maryann Wilcher,1,Pennsylvania,PITTSBURGH,11786,Tennis Shoes,gift_card,$510,50.953,560.483
1225,Curran Gillhespy,1,Texas,LAREDO,11788,Walking Shoes,shopify_payments,$439,43.913,483.043
3009,Emmett Crookshanks,1,West Virginia,CHARLESTON,11800,Walking Shoes,shopify_payments,$588,58.793,646.723
4265,Raven Klulik,1,New York,BUFFALO,11802,Cycling Shoes,shopify_payments,$497,49.713,546.843
2852,Eyde Ivanuschka,1,Michigan,GRAND RAPIDS,11804,Running Shoes,shopify_payments,$652,65.213,717.343
4946,Staffard Mathers,1,New York,NEW YORK CITY,11817,Jackets,shopify_payments,$587,58.713,645.843
4177,Carla Ary,1,Kansas,TOPEKA,11844,Tennis Shoes,paypal,$527,52.713,579.843
6468,Jedd Guinnane,1,Colorado,ENGLEWOOD,11857,Cycling Shoes,paypal,$486,48.553,534.083
5626,Hilda Peacey,1,Texas,MIDLAND,11858,Running Shoes,shopify_payments,$518,51.753,569.283
4450,Neilla Ferrarello,1,California,MODESTO,11864,Running Shoes,shopify_payments,$713,71.313,784.443
6547,Alyosha Jezard,1,California,RIVERSIDE,11889,Cycling Shoes,shopify_payments,$723,72.313,795.443
2622,Galen Sauvain,1,Virginia,PORTSMOUTH,11894,Running Shoes,shopify_payments,$635,63.513,698.643
5437,Ravi Janny,1,Oregon,BEAVERTON,11905,Running Shoes,shopify_payments,$527,52.713,579.843
7413,Brandice Bunney,1,Virginia,ARLINGTON,11906,Climbing Shoes,shopify_payments,$510,50.953,560.483
7172,Austin Angood,1,Ohio,COLUMBUS,11908,Climbing Shoes,shopify_payments,$497,49.713,546.843
4551,Cecil Marquand,1,Virginia,VIENNA,11911,Gift Card,shopify_payments,$539,53.913,593.043
4623,Mirna Spellecy,1,Massachusetts,SPRINGFIELD,11919,Running Shoes,shopify_payments,$537,53.713,590.843
5582,Rhodia Vidgeon,1,New York,NEW YORK CITY,11942,Flip-Flops,paypal,$517,51.713,568.843
2348,Haskel Bonnor,1,New York,ALBANY,11952,Running Shoes,paypal,$537,53.713,590.843
4745,Georgine Ferenczy,1,Ohio,CINCINNATI,11964,Walking Shoes,paypal,$517,51.713,568.843
3961,Georgine Samart,1,Texas,EL PASO,11968,Tennis Shoes,shopify_payments,$533,53.273,586.003
7077,Fabio Raxworthy,1,Texas,EL PASO,11976,Walking Shoes,paypal,$497,49.713,546.843
3984,Eleonora Giroldi,1,North Carolina,DURHAM,11993,Running Shoes,shopify_payments,$527,52.713,579.843
5572,Katusha Fyers,1,New York,NEW YORK CITY,11996,Cycling Shoes,gift_card,$537,53.713,590.843
2908,Rosanne Giovanitti,1,Indiana,FORT WAYNE,12001,Running Shoes,gift_card,$498,49.763,547.393
791,Bea Smallpiece,1,Ohio,COLUMBUS,12004,Tennis Shoes,paypal,$518,51.753,569.283
746,Berny Wyard,1,Georgia,ALBANY,12014,Climbing Shoes,shopify_payments,$537,53.713,590.843
1156,Minnie Jindrich,1,South Carolina,BEAUFORT,12038,Running Shoes,shopify_payments,$527,52.713,579.843
3189,Mina Leggitt,1,Missouri,KANSAS CITY,12039,Walking Shoes,paypal,$497,49.713,546.843
3197,Liva Addicote,1,Michigan,SAGINAW,12050,Running Shoes,amazon_payments,$673,67.313,740.443
1930,Chandler Trengrouse,1,Missouri,SAINT LOUIS,12060,Tennis Shoes,shopify_payments,$497,49.713,546.843
6741,Reynard Dirand,1,Utah,SALT LAKE CITY,12065,Running Shoes,gift_card,$548,54.793,602.723
2540,Des Staig,1,Florida,ORLANDO,12089,Running Shoes,shopify_payments,$505,50.513,555.643
1716,Shel Gazey,1,New York,WHITE PLAINS,12090,Flip-Flops,paypal,$507,50.713,557.843
501,Baily Dinwoodie,1,California,SAN DIEGO,12104,Walking Shoes,shopify_payments,$595,59.513,654.643
3424,Abagael Merrall,1,Virginia,RICHMOND,12131,Tennis Shoes,shopify_payments,$635,63.513,698.643
6391,Forester Aynold,1,California,PASADENA,12131,Climbing Shoes,shopify_payments,$540,53.993,593.923
2912,Cordelie Babbe,1,Utah,OGDEN,12162,Tennis Shoes,gift_card,$569,56.913,626.043
909,Betti Gildea,1,Florida,JACKSONVILLE,12224,Running Shoes,paypal,$527,52.713,579.843
5169,Lib Harmson,1,Virginia,RICHMOND,12231,Running Shoes,shopify_payments,$518,51.753,569.283
1548,Trey Bailles,1,Ohio,DAYTON,12239,Running Shoes,shopify_payments,$502,50.153,551.683
167,Germain Braun,1,Nebraska,OMAHA,12260,Running Shoes,gift_card,$532,53.213,585.343
4988,Claudine Vasiljevic,1,Arizona,TUCSON,12265,Tennis Shoes,manual,$518,51.753,569.283
4475,Cesaro Goulston,1,Florida,MIAMI,12282,Running Shoes,paypal,$588,58.793,646.723
5172,Dinny Stellin,1,Texas,ARLINGTON,12299,Running Shoes,shopify_payments,$537,53.713,590.843
7091,Albertine Axe,1,Texas,DALLAS,12305,Running Shoes,shopify_payments,$625,62.513,687.643
